,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
480,648,30,M,2033,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0,2,2,1,1,3,4,3,Non,18 %,Oui,1,2,1,12,4,Infra & Cloud,Y,Frequent,0,0
481,649,34,M,3622,Marié(e),Consulting,Assistant de Direction,1,80,6,6,5,2,2,1,4,4,3,3,Oui,13 %,Non,1,3,1,1,2,Infra & Cloud,Y,Occasionnel,1,3
482,650,31,M,4233,Divorcé(e),Commercial,Cadre Commercial,2,80,9,3,1,2,3,2,1,3,1,3,Non,17 %,Oui,0,2,1,13,4,Transformation Digitale,Y,Occasionnel,1,2
483,652,35,M,3681,Célibataire,Consulting,Consultant,4,80,9,3,2,1,2,2,4,4,3,3,Non,14 %,Non,0,3,1,25,2,Autre,Y,Occasionnel,0,2
484,653,31,M,5460,Divorcé(e),Commercial,Cadre Commercial,4,80,13,7,7,1,4,2,4,4,4,4,Non,22 %,Non,2,4,1,6,4,Transformation Digitale,Y,Occasionnel,5,7
485,655,27,F,2187,Divorcé(e),Consulting,Assistant de Direction,0,80,6,5,3,1,2,1,3,3,2,3,Non,12 %,Non,2,5,1,6,4,Transformation Digitale,Y,Occasionnel,0,3
486,656,37,M,9602,Marié(e),Commercial,Cadre Commercial,4,80,17,3,0,4,3,2,3,3,2,3,Oui,11 %,Non,1,3,1,2,3,Marketing,Y,Occasionnel,1,0
487,657,20,F,2836,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,4,2,1,2,4,4,3,Non,13 %,Non,0,0,1,1,3,Infra & Cloud,Y,Occasionnel,0,0
488,659,42,F,4089,Marié(e),Consulting,Manager,1,80,10,10,2,3,3,2,4,2,3,3,Non,13 %,Non,2,4,1,2,4,Infra & Cloud,Y,Occasionnel,2,2
489,661,43,M,16627,Divorcé(e),Consulting,Directeur Technique,4,80,21,1,0,2,2,4,4,3,2,3,Oui,14 %,Non,1,3,1,6,4,Autre,Y,Occasionnel,0,0
490,662,38,F,2619,Célibataire,Consulting,Assistant de Direction,3,80,8,0,0,3,3,1,1,4,2,3,Non,17 %,Non,0,3,1,1,1,Infra & Cloud,Y,Occasionnel,0,0
491,663,43,M,5679,Divorcé(e),Consulting,Consultant,3,80,10,8,7,4,3,2,3,2,3,3,Oui,13 %,Non,1,3,1,9,5,Transformation Digitale,Y,Frequent,4,7
492,664,48,F,15402,Marié(e),Consulting,Senior Manager,7,80,21,3,2,4,2,4,1,1,1,3,Non,11 %,Non,1,3,1,1,4,Infra & Cloud,Y,Occasionnel,0,2
493,665,44,F,5985,Célibataire,Ressources Humaines,Ressources Humaines,4,80,10,2,2,1,2,2,3,2,4,3,Non,11 %,Non,0,1,1,1,4,Infra & Cloud,Y,Occasionnel,0,2
494,666,34,F,2579,Divorcé(e),Commercial,Représentant Commercial,1,80,8,8,2,3,3,1,3,4,3,3,Oui,18 %,Non,2,3,1,14,3,Entrepreunariat,Y,Occasionnel,0,6
495,667,27,M,3041,Divorcé(e),Commercial,Représentant Commercial,0,80,5,4,3,3,3,1,1,2,3,3,Non,11 %,Oui,1,3,1,2,1,Marketing,Y,Occasionnel,0,2
496,669,21,M,3447,Célibataire,Commercial,Représentant Commercial,1,80,3,3,2,3,3,1,3,3,3,3,Non,11 %,Non,0,2,1,22,1,Entrepreunariat,Y,Occasionnel,1,2
497,671,44,M,19513,Marié(e),Consulting,Senior Manager,4,80,26,2,2,4,3,5,4,1,4,3,Oui,12 %,Non,1,2,1,3,4,Autre,Y,Occasionnel,0,1
498,675,22,M,2773,Marié(e),Consulting,Assistant de Direction,0,80,3,2,2,1,3,1,3,4,3,4,Non,20 %,Non,0,3,1,6,1,Transformation Digitale,Y,Occasionnel,2,2
499,677,33,M,7104,Divorcé(e),Commercial,Cadre Commercial,0,80,6,5,0,3,3,2,3,4,3,3,Non,12 %,Non,0,3,1,8,4,Marketing,Y,Occasionnel,1,2
500,679,32,F,6322,Marié(e),Consulting,Assistant de Direction,1,80,6,6,4,1,3,2,4,4,2,3,Oui,12 %,Non,1,2,1,9,4,Infra & Cloud,Y,Occasionnel,0,5
501,680,30,F,2083,Divorcé(e),Consulting,Assistant de Direction,1,80,1,1,0,3,3,1,3,3,3,4,Non,20 %,Non,1,2,1,3,3,Transformation Digitale,Y,Frequent,0,0
502,682,53,F,8381,Célibataire,Commercial,Cadre Commercial,7,80,18,14,7,4,3,2,1,4,4,4,Non,20 %,Non,0,2,1,1,1,Transformation Digitale,Y,Occasionnel,8,10
503,683,34,M,2691,Marié(e),Consulting,Assistant de Direction,1,80,10,10,9,2,3,1,4,4,2,3,Non,12 %,Non,1,4,1,1,5,Infra & Cloud,Y,Occasionnel,8,8
504,684,45,F,4286,Marié(e),Commercial,Cadre Commercial,2,80,5,1,1,1,3,2,1,4,3,3,Non,14 %,Oui,2,4,1,26,4,Infra & Cloud,Y,Frequent,0,0
505,686,26,F,2659,Marié(e),Consulting,Consultant,1,80,3,3,2,3,3,1,4,3,3,3,Oui,13 %,Non,1,2,1,6,3,Infra & Cloud,Y,Occasionnel,0,2
506,689,37,M,9434,Marié(e),Consulting,Tech Lead,1,80,10,10,7,3,3,3,3,3,3,3,Non,15 %,Non,1,2,1,3,3,Autre,Y,Occasionnel,7,8
507,690,29,F,5561,Marié(e),Commercial,Cadre Commercial,1,80,6,6,0,2,3,2,3,1,2,3,Non,14 %,Non,1,5,1,3,2,Transformation Digitale,Y,Occasionnel,1,2
508,691,35,M,6646,Célibataire,Consulting,Assistant de Direction,1,80,17,17,11,2,1,2,4,2,3,3,Non,13 %,Non,0,3,1,6,4,Infra & Cloud,Y,Occasionnel,11,8
509,692,33,M,7725,Divorcé(e),Consulting,Manager,3,80,15,13,11,3,3,2,4,3,1,4,Non,23 %,Non,1,2,1,6,3,Infra & Cloud,Y,Frequent,4,7
510,698,54,M,10725,Marié(e),Ressources Humaines,Ressources Humaines,2,80,16,9,7,3,3,3,2,3,4,3,Non,15 %,Non,1,1,1,19,4,Transformation Digitale,Y,Occasionnel,7,1
511,699,36,M,8847,Divorcé(e),Consulting,Tech Lead,2,80,13,3,2,2,2,2,2,3,3,3,Oui,11 %,Non,1,2,1,9,2,Transformation Digitale,Y,Occasionnel,0,2
512,700,27,M,2045,Célibataire,Consulting,Assistant de Direction,0,80,5,4,2,1,2,1,4,4,3,3,Non,13 %,Non,0,0,1,3,4,Transformation Digitale,Y,Occasionnel,1,1
513,701,20,M,1009,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,4,3,1,3,4,3,3,Oui,11 %,Oui,0,5,1,10,1,Transformation Digitale,Y,Occasionnel,1,1
514,702,33,M,3348,Célibataire,Consulting,Assistant de Direction,1,80,10,10,8,1,3,1,1,1,3,3,Oui,11 %,Oui,0,3,1,3,3,Infra & Cloud,Y,Frequent,9,7
515,704,35,M,1281,Marié(e),Consulting,Consultant,1,80,1,1,0,3,2,1,3,3,3,3,Non,18 %,Non,2,3,1,3,3,Infra & Cloud,Y,Aucun,0,0
516,705,23,M,2819,Marié(e),Consulting,Assistant de Direction,2,80,5,3,2,1,4,1,1,1,4,3,Non,16 %,Non,1,3,1,4,3,Transformation Digitale,Y,Occasionnel,0,2
517,707,25,M,4851,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,4,4,2,2,3,3,4,Non,22 %,Non,1,4,1,8,3,Infra & Cloud,Y,Occasionnel,1,2
518,709,38,F,4028,Célibataire,Commercial,Cadre Commercial,0,80,8,7,7,4,2,2,4,1,3,4,Non,20 %,Non,0,2,1,7,4,Marketing,Y,Occasionnel,0,5
519,710,29,M,2720,Divorcé(e),Consulting,Assistant de Direction,1,80,10,10,7,2,1,1,4,4,3,3,Non,18 %,Non,1,5,1,1,4,Infra & Cloud,Y,Frequent,2,8
520,712,48,M,8120,Marié(e),Commercial,Cadre Commercial,3,80,12,2,2,2,4,2,2,4,3,3,Non,12 %,Non,0,3,1,2,1,Marketing,Y,Occasionnel,2,2
521,714,27,F,4647,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,5,4,4,2,4,2,3,4,Oui,20 %,Non,2,3,1,3,1,Transformation Digitale,Y,Frequent,0,4
522,715,37,M,4680,Célibataire,Consulting,Assistant de Direction,3,80,4,1,0,4,4,1,4,1,3,3,Non,17 %,Non,0,2,1,10,2,Infra & Cloud,Y,Occasionnel,0,0
523,716,50,M,3221,Marié(e),Consulting,Consultant,1,80,20,20,8,4,4,1,3,3,3,3,Oui,11 %,Non,3,3,1,28,1,Transformation Digitale,Y,Occasionnel,3,8
524,717,34,F,8621,Célibataire,Consulting,Manager,1,80,9,8,7,4,2,3,2,2,4,3,Non,14 %,Non,0,3,1,9,3,Transformation Digitale,Y,Occasionnel,7,7
525,720,24,F,4577,Célibataire,Commercial,Cadre Commercial,9,80,4,2,2,1,3,2,3,1,3,3,Non,14 %,Oui,0,3,1,3,2,Infra & Cloud,Y,Occasionnel,2,0
526,721,39,F,4553,Célibataire,Consulting,Manager,1,80,20,20,7,4,2,2,3,1,3,3,Non,11 %,Non,0,4,1,2,4,Entrepreunariat,Y,Occasionnel,11,10
527,722,32,M,5396,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,4,3,2,4,4,2,3,Non,12 %,Non,0,2,1,10,3,Marketing,Y,Occasionnel,0,8
528,723,50,M,6796,Marié(e),Commercial,Cadre Commercial,3,80,18,4,3,2,3,2,3,1,3,3,Oui,14 %,Oui,1,4,1,8,2,Entrepreunariat,Y,Frequent,1,3
529,724,38,F,7625,Célibataire,Consulting,Manager,0,80,10,9,7,2,4,2,4,3,2,3,Non,13 %,Non,0,4,1,1,4,Infra & Cloud,Y,Occasionnel,1,8
530,725,27,F,7412,Marié(e),Consulting,Tech Lead,1,80,9,9,7,3,3,3,1,4,3,3,Non,11 %,Non,0,3,1,1,2,Infra & Cloud,Y,Occasionnel,0,7
531,727,32,F,11159,Célibataire,Consulting,Directeur Technique,3,80,10,7,7,3,3,3,4,4,3,3,Non,15 %,Non,0,6,1,3,2,Infra & Cloud,Y,Occasionnel,7,7
532,728,47,M,4960,Célibataire,Commercial,Cadre Commercial,2,80,20,7,7,4,3,2,1,4,3,3,Non,12 %,Non,0,2,1,14,4,Marketing,Y,Occasionnel,1,7
533,729,40,M,10475,Marié(e),Commercial,Cadre Commercial,5,80,20,18,13,4,2,3,1,3,3,4,Oui,21 %,Non,1,2,1,5,4,Infra & Cloud,Y,Frequent,1,12
534,730,53,M,14814,Marié(e),Consulting,Directeur Technique,3,80,32,5,1,3,4,4,3,3,3,3,Non,19 %,Non,0,3,1,7,3,Infra & Cloud,Y,Occasionnel,1,3
535,731,41,M,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,80,23,21,6,2,2,5,4,2,2,3,Non,15 %,Non,3,2,1,10,4,Ressources Humaines,Y,Occasionnel,12,6
536,732,60,M,5405,Célibataire,Commercial,Cadre Commercial,8,80,10,2,2,1,3,2,1,4,3,3,Non,14 %,Non,0,1,1,16,4,Marketing,Y,Occasionnel,2,2
537,733,27,M,8793,Divorcé(e),Consulting,Tech Lead,1,80,9,9,7,4,3,3,1,3,2,4,Non,21 %,Non,2,4,1,10,2,Infra & Cloud,Y,Frequent,1,7
538,734,41,M,19189,Marié(e),Ressources Humaines,Senior Manager,1,80,22,22,7,4,2,5,3,2,3,3,Non,12 %,Non,1,3,1,1,3,Ressources Humaines,Y,Occasionnel,2,10
539,738,50,M,3875,Marié(e),Commercial,Représentant Commercial,7,80,4,2,2,4,3,1,2,4,3,3,Non,15 %,Non,1,2,1,8,4,Marketing,Y,Occasionnel,2,2
540,741,28,F,2216,Célibataire,Consulting,Assistant de Direction,7,80,10,7,7,1,1,1,2,4,3,3,Oui,13 %,Oui,0,4,1,1,2,Infra & Cloud,Y,Occasionnel,3,7
541,742,36,F,11713,Marié(e),Consulting,Directeur Technique,9,80,10,8,7,1,4,3,1,1,3,3,Non,14 %,Non,1,2,1,8,3,Infra & Cloud,Y,Aucun,0,5
542,743,38,F,7861,Célibataire,Consulting,Tech Lead,4,80,10,1,0,3,3,3,3,4,4,3,Oui,14 %,Non,0,4,1,1,3,Infra & Cloud,Y,Occasionnel,0,0
543,744,44,M,3708,Célibataire,Consulting,Consultant,2,80,9,5,2,1,1,1,3,3,3,3,Non,14 %,Non,0,5,1,24,3,Transformation Digitale,Y,Aucun,1,4
544,746,47,F,13770,Divorcé(e),Commercial,Cadre Commercial,9,80,28,22,2,4,3,4,3,4,2,3,Oui,12 %,Non,2,2,1,3,3,Transformation Digitale,Y,Frequent,11,13
545,747,30,M,5304,Divorcé(e),Commercial,Cadre Commercial,7,80,10,8,7,3,3,2,4,4,2,4,Non,23 %,Non,1,2,1,27,5,Marketing,Y,Occasionnel,7,7
546,749,29,M,2642,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,3,3,1,3,3,3,3,Non,11 %,Non,0,6,1,10,3,Infra & Cloud,Y,Occasionnel,0,0
547,752,42,M,2759,Divorcé(e),Consulting,Assistant de Direction,6,80,7,2,2,3,4,1,3,4,3,3,Oui,12 %,Oui,0,2,1,19,3,Transformation Digitale,Y,Frequent,2,2
548,754,43,M,6804,Marié(e),Commercial,Cadre Commercial,3,80,7,2,2,4,2,2,4,3,3,3,Non,18 %,Non,1,5,1,15,3,Infra & Cloud,Y,Frequent,2,2
549,757,34,F,6142,Célibataire,Consulting,Manager,3,80,10,5,1,2,3,2,3,4,3,3,Non,11 %,Non,0,2,1,8,2,Transformation Digitale,Y,Occasionnel,4,3
550,758,23,M,2500,Marié(e),Consulting,Consultant,1,80,5,4,3,2,3,1,1,4,4,3,Non,14 %,Non,1,2,1,9,1,Transformation Digitale,Y,Occasionnel,0,2
551,760,39,F,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,80,12,8,3,3,4,2,2,3,1,3,Non,15 %,Non,1,3,1,3,3,Ressources Humaines,Y,Occasionnel,3,6
552,762,56,M,11103,Marié(e),Consulting,Manager,7,80,30,10,7,3,3,4,4,3,2,3,Non,11 %,Non,0,1,1,9,3,Transformation Digitale,Y,Occasionnel,1,1
553,763,40,F,2342,Célibataire,Consulting,Assistant de Direction,0,80,5,4,2,4,2,1,4,4,2,4,Oui,20 %,Non,0,2,1,2,1,Transformation Digitale,Y,Occasionnel,2,3
554,764,27,F,6811,Célibataire,Consulting,Manager,8,80,9,7,6,4,2,2,1,1,1,3,Non,19 %,Non,0,2,1,7,3,Transformation Digitale,Y,Occasionnel,0,7
555,766,29,M,2297,Divorcé(e),Commercial,Représentant Commercial,1,80,2,2,2,4,3,1,2,4,3,3,Non,14 %,Non,2,2,1,10,3,Marketing,Y,Occasionnel,2,2
556,769,53,M,2450,Célibataire,Consulting,Consultant,2,80,19,2,2,4,3,2,4,4,3,3,Non,17 %,Non,0,4,1,6,3,Infra & Cloud,Y,Occasionnel,2,2
557,771,35,F,5093,Divorcé(e),Consulting,Manager,2,80,16,1,0,4,3,2,1,1,4,3,Non,11 %,Non,1,2,1,2,4,Infra & Cloud,Y,Aucun,0,0
558,772,32,M,5309,Marié(e),Consulting,Consultant,1,80,10,10,8,1,3,2,4,4,3,3,Non,15 %,Non,2,2,1,24,4,Infra & Cloud,Y,Frequent,4,7
559,773,38,M,3057,Marié(e),Consulting,Assistant de Direction,6,80,6,1,0,4,3,1,3,2,1,3,Oui,13 %,Non,1,0,1,2,5,Transformation Digitale,Y,Occasionnel,0,1
560,775,34,F,5121,Divorcé(e),Consulting,Tech Lead,3,80,7,0,0,2,3,2,1,3,3,3,Non,14 %,Non,1,3,1,8,5,Infra & Cloud,Y,Occasionnel,0,0
561,776,52,M,16856,Marié(e),Commercial,Senior Manager,1,80,34,34,6,3,2,4,1,1,4,3,Non,11 %,Non,0,3,1,3,4,Marketing,Y,Occasionnel,1,16
562,780,33,M,2686,Célibataire,Consulting,Assistant de Direction,1,80,10,10,9,4,3,1,4,3,2,3,Oui,13 %,Oui,0,2,1,1,4,Autre,Y,Occasionnel,7,8
563,781,25,F,6180,Célibataire,Commercial,Cadre Commercial,1,80,6,6,5,3,3,2,4,2,2,4,Non,23 %,Non,0,5,1,26,1,Transformation Digitale,Y,Occasionnel,1,4
564,783,45,M,6632,Célibataire,Commercial,Représentant Commercial,0,80,9,8,7,2,1,2,3,1,3,3,Non,13 %,Non,0,3,1,2,2,Entrepreunariat,Y,Occasionnel,3,1
565,784,23,M,3505,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2,1,4,1,3,4,3,3,Non,18 %,Non,0,3,1,10,1,Transformation Digitale,Y,Occasionnel,0,2
566,785,47,F,6397,Célibataire,Commercial,Cadre Commercial,4,80,8,5,4,2,4,2,3,4,3,3,Oui,12 %,Oui,0,2,1,27,2,Infra & Cloud,Y,Frequent,1,3
567,786,34,M,6274,Célibataire,Commercial,Cadre Commercial,1,80,6,6,5,4,3,2,4,3,3,4,Non,22 %,Non,0,5,1,2,3,Autre,Y,Occasionnel,1,4
568,787,55,M,19859,Marié(e),Consulting,Senior Manager,5,80,24,5,2,4,3,5,1,4,3,3,Oui,13 %,Oui,1,2,1,2,3,Transformation Digitale,Y,Occasionnel,1,4
569,789,36,M,7587,Célibataire,Commercial,Cadre Commercial,1,80,10,10,7,1,2,3,1,2,3,3,Non,15 %,Non,0,1,1,8,4,Infra & Cloud,Y,Aucun,0,9
570,791,52,M,4258,Marié(e),Consulting,Assistant de Direction,0,80,5,4,3,4,3,1,4,1,3,3,Non,18 %,Non,1,3,1,19,4,Transformation Digitale,Y,Aucun,1,2
571,792,26,F,4364,Divorcé(e),Consulting,Consultant,3,80,5,2,2,1,1,1,4,1,3,3,Non,14 %,Non,1,2,1,1,2,Infra & Cloud,Y,Frequent,2,0
572,793,29,F,4335,Marié(e),Consulting,Manager,4,80,11,8,7,2,3,2,3,1,2,3,Non,12 %,Non,1,3,1,27,3,Transformation Digitale,Y,Occasionnel,1,1
573,796,26,M,5326,Célibataire,Commercial,Cadre Commercial,6,80,6,4,3,4,2,2,1,3,2,3,Non,17 %,Oui,0,2,1,8,3,Entrepreunariat,Y,Occasionnel,1,2
574,797,34,F,3280,Célibataire,Consulting,Assistant de Direction,2,80,10,4,2,2,4,1,4,3,3,3,Non,16 %,Non,0,2,1,1,4,Infra & Cloud,Y,Occasionnel,1,3
575,799,54,F,5485,Divorcé(e),Consulting,Tech Lead,9,80,9,5,3,4,3,2,1,2,3,3,Oui,11 %,Non,2,4,1,19,4,Transformation Digitale,Y,Occasionnel,1,4
576,800,27,M,4342,Marié(e),Commercial,Cadre Commercial,0,80,5,4,2,3,3,2,4,2,3,3,Non,19 %,Non,1,3,1,8,1,Marketing,Y,Frequent,1,1
577,802,37,F,2782,Divorcé(e),Consulting,Assistant de Direction,0,80,6,5,3,4,3,1,1,2,2,3,Oui,13 %,Non,2,3,1,10,1,Infra & Cloud,Y,Occasionnel,4,3
578,803,38,F,5980,Célibataire,Consulting,Tech Lead,6,80,17,15,7,1,4,2,1,4,3,3,Oui,12 %,Non,0,2,1,2,4,Infra & Cloud,Y,Frequent,4,12
579,804,34,F,4381,Célibataire,Consulting,Assistant de Direction,1,80,6,6,5,3,2,1,1,3,3,3,Non,11 %,Non,0,3,1,2,4,Transformation Digitale,Y,Occasionnel,1,3
580,805,35,F,2572,Marié(e),Commercial,Représentant Commercial,1,80,3,3,2,1,3,1,4,2,2,3,Non,16 %,Non,1,1,1,8,4,Infra & Cloud,Y,Occasionnel,0,2
581,806,30,M,3833,Marié(e),Consulting,Consultant,3,80,7,2,2,4,1,1,3,3,3,4,Non,21 %,Non,2,2,1,1,3,Infra & Cloud,Y,Occasionnel,0,2
582,807,40,F,4244,Marié(e),Consulting,Manager,1,80,8,8,7,3,4,2,2,4,3,4,Non,24 %,Non,1,2,1,2,2,Transformation Digitale,Y,Frequent,3,7
583,808,34,F,6500,Marié(e),Commercial,Cadre Commercial,5,80,6,3,2,3,3,2,1,2,3,3,Non,17 %,Non,1,1,1,8,2,Infra & Cloud,Y,Occasionnel,1,2
584,809,42,M,18430,Divorcé(e),Consulting,Senior Manager,1,80,24,24,7,2,3,5,4,2,2,3,Non,13 %,Non,1,4,1,8,3,Infra & Cloud,Y,Frequent,14,9
585,811,23,M,1601,Marié(e),Consulting,Consultant,1,80,1,0,0,3,4,1,1,3,3,4,Oui,21 %,Oui,2,2,1,6,3,Infra & Cloud,Y,Occasionnel,0,0
586,812,24,M,2694,Divorcé(e),Consulting,Consultant,1,80,1,1,0,3,2,1,2,3,3,3,Non,11 %,Non,3,4,1,9,3,Infra & Cloud,Y,Aucun,0,0
587,813,52,F,3149,Marié(e),Consulting,Consultant,8,80,9,5,2,4,3,2,3,2,3,4,Non,20 %,Non,1,3,1,11,4,Infra & Cloud,Y,Occasionnel,1,4
588,815,50,M,17639,Marié(e),Consulting,Directeur Technique,5,80,30,4,3,3,3,4,3,4,3,3,Non,16 %,Non,0,3,1,2,3,Transformation Digitale,Y,Occasionnel,0,3
589,816,29,F,2319,Marié(e),Consulting,Consultant,1,80,1,1,0,2,2,1,1,4,3,3,Oui,11 %,Oui,1,1,1,1,2,Infra & Cloud,Y,Occasionnel,0,0
590,817,33,M,11691,Marié(e),Consulting,Directeur Technique,0,80,14,13,9,3,3,3,3,4,4,3,Non,11 %,Non,0,3,1,7,3,Transformation Digitale,Y,Occasionnel,3,7
591,819,33,F,5324,Célibataire,Commercial,Cadre Commercial,5,80,6,3,2,1,3,2,1,3,3,3,Non,15 %,Oui,0,3,1,16,3,Marketing,Y,Occasionnel,0,2
592,820,47,F,16752,Marié(e),Consulting,Senior Manager,1,80,26,26,14,3,3,4,4,3,2,3,Oui,11 %,Non,1,3,1,2,2,Autre,Y,Occasionnel,3,0
593,823,36,F,5228,Marié(e),Consulting,Tech Lead,0,80,10,9,7,3,3,2,2,1,3,3,Non,15 %,Non,1,2,1,1,3,Autre,Y,Occasionnel,0,5
594,824,29,M,2700,Marié(e),Consulting,Assistant de Direction,1,80,10,10,7,3,4,1,3,3,3,4,Non,24 %,Non,1,3,1,23,2,Infra & Cloud,Y,Occasionnel,0,7
595,825,58,M,19246,Célibataire,Consulting,Directeur Technique,7,80,40,31,15,4,3,5,2,4,3,3,Oui,12 %,Oui,0,2,1,2,4,Infra & Cloud,Y,Occasionnel,13,8
596,826,35,F,2506,Célibataire,Consulting,Assistant de Direction,3,80,7,2,2,4,4,1,3,3,3,3,Non,13 %,Non,0,0,1,1,4,Infra & Cloud,Y,Occasionnel,2,2
597,827,42,F,6062,Marié(e),Consulting,Tech Lead,9,80,8,4,3,4,2,2,4,4,3,3,Oui,13 %,Non,1,4,1,1,2,Infra & Cloud,Y,Occasionnel,0,2
598,828,28,M,4382,Célibataire,Consulting,Assistant de Direction,6,80,5,2,2,3,3,1,3,4,2,3,Non,17 %,Oui,0,3,1,2,4,Transformation Digitale,Y,Occasionnel,2,1
599,829,36,M,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,80,8,5,2,3,3,1,2,2,3,3,Non,13 %,Non,1,2,1,13,3,Ressources Humaines,Y,Occasionnel,0,4
600,830,32,F,6162,Marié(e),Consulting,Tech Lead,1,80,14,14,13,3,2,2,3,3,3,3,Non,12 %,Non,1,3,1,4,3,Infra & Cloud,Y,Occasionnel,6,8
601,832,40,M,5094,Célibataire,Consulting,Consultant,6,80,10,1,0,1,2,2,3,4,3,3,Non,14 %,Non,0,6,1,16,4,Transformation Digitale,Y,Frequent,0,0
602,833,30,F,6877,Célibataire,Consulting,Tech Lead,5,80,12,0,0,3,2,2,4,2,2,4,Oui,24 %,Non,0,4,1,2,3,Transformation Digitale,Y,Occasionnel,0,0
603,834,45,F,2274,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,2,2,1,3,4,3,3,Non,14 %,Non,0,3,1,2,3,Infra & Cloud,Y,Occasionnel,0,0
604,836,42,M,4434,Marié(e),Consulting,Tech Lead,1,80,10,9,8,2,3,2,2,4,2,3,Non,13 %,Non,1,3,1,29,3,Infra & Cloud,Y,Occasionnel,7,8
605,837,38,M,6288,Divorcé(e),Consulting,Manager,2,80,13,4,3,1,2,2,1,3,2,3,Non,15 %,Non,1,3,1,12,3,Infra & Cloud,Y,Frequent,1,2
606,838,34,F,2553,Célibataire,Consulting,Assistant de Direction,1,80,6,5,2,3,2,1,4,3,3,3,Non,16 %,Non,0,3,1,16,4,Infra & Cloud,Y,Frequent,1,3
607,840,49,F,7654,Marié(e),Commercial,Cadre Commercial,1,80,9,9,8,3,3,3,4,1,4,3,Non,18 %,Oui,2,3,1,11,3,Marketing,Y,Occasionnel,7,7
608,842,55,M,5160,Célibataire,Commercial,Cadre Commercial,4,80,12,9,7,3,3,2,4,3,2,3,Non,16 %,Oui,0,3,1,2,1,Transformation Digitale,Y,Occasionnel,7,3
609,843,43,M,17159,Marié(e),Consulting,Directeur Technique,6,80,22,4,1,2,3,4,1,3,3,4,Non,24 %,Non,1,3,1,14,2,Infra & Cloud,Y,Occasionnel,1,0
610,844,27,M,12808,Divorcé(e),Consulting,Directeur Technique,1,80,9,9,8,3,2,3,4,2,3,3,Oui,16 %,Non,1,3,1,5,1,Entrepreunariat,Y,Occasionnel,0,8
611,845,35,M,10221,Célibataire,Consulting,Tech Lead,3,80,17,8,5,3,3,3,3,2,4,4,Non,21 %,Non,0,3,1,7,3,Autre,Y,Occasionnel,1,6
612,846,28,F,4779,Marié(e),Commercial,Cadre Commercial,1,80,8,8,7,2,3,2,2,1,3,4,Oui,20 %,Non,0,2,1,2,4,Marketing,Y,Occasionnel,7,5
613,847,34,M,3737,Marié(e),Ressources Humaines,Ressources Humaines,0,80,4,3,2,3,3,1,4,3,1,3,Non,19 %,Non,1,1,1,3,2,Ressources Humaines,Y,Occasionnel,0,2
614,848,26,F,2366,Marié(e),Consulting,Assistant de Direction,1,80,8,8,7,3,2,1,3,1,3,3,Oui,14 %,Oui,1,2,1,5,2,Transformation Digitale,Y,Frequent,1,7
615,850,27,M,1706,Marié(e),Consulting,Assistant de Direction,1,80,0,0,0,4,3,1,4,3,2,3,Non,11 %,Non,3,6,1,3,3,Transformation Digitale,Y,Aucun,0,0
616,851,51,F,16307,Marié(e),Commercial,Senior Manager,2,80,29,20,6,1,3,4,3,3,2,3,Non,14 %,Non,1,2,1,26,4,Marketing,Y,Occasionnel,4,17
617,852,44,M,5933,Célibataire,Consulting,Manager,9,80,10,5,2,4,3,2,2,4,2,3,Non,12 %,Non,0,2,1,4,3,Transformation Digitale,Y,Occasionnel,2,3
618,854,25,M,3424,Célibataire,Consulting,Assistant de Direction,7,80,6,4,3,1,4,1,1,3,2,3,Non,13 %,Non,0,3,1,2,1,Transformation Digitale,Y,Occasionnel,0,1
619,855,33,M,4037,Divorcé(e),Commercial,Cadre Commercial,1,80,9,9,8,1,4,2,1,1,3,4,Non,22 %,Non,1,5,1,1,3,Transformation Digitale,Y,Occasionnel,0,8
620,856,35,F,2559,Célibataire,Consulting,Assistant de Direction,1,80,6,6,5,3,2,1,1,4,2,3,Non,11 %,Non,0,3,1,27,1,Transformation Digitale,Y,Occasionnel,1,1
